"","Campaign.id","Date","Max_click"
"822",13304,"2018-10-10",2404
"823",13304,"2018-10-19",2402
"824",14102,"2019-01-19",2397
"825",12502,"2018-11-17",2389
"826",13405,"2019-01-06",2389
"827",12507,"2019-01-25",2387
"828",13001,"2019-01-20",2383
"829",10901,"2019-01-16",2381
"830",3001,"2018-10-05",2380
"831",13301,"2018-11-16",2376
"832",12502,"2018-11-18",2372
"833",13502,"2018-11-06",2372
"834",10901,"2019-01-25",2367
"835",13304,"2019-01-16",2367
"836",12505,"2018-11-29",2363
"837",14102,"2019-01-20",2360
"838",13601,"2018-12-21",2359
"839",13405,"2019-01-09",2353
"840",13304,"2018-10-05",2352
"841",8801,"2018-10-07",2349
"842",13003,"2018-09-25",2347
"843",13001,"2018-09-15",2345
"844",12501,"2019-01-11",2344
"845",13304,"2018-10-08",2338
"846",13405,"2019-01-10",2338
"847",13305,"2018-10-18",2324
"848",13305,"2018-10-20",2324
"849",8801,"2018-10-29",2322
"850",12502,"2018-11-22",2322
"851",13304,"2019-01-19",2319
"852",13305,"2018-10-09",2317
"853",10901,"2018-10-22",2316
"854",8801,"2018-08-30",2306
"855",13405,"2019-01-07",2306
"856",13502,"2019-01-20",2306
"857",13305,"2018-10-15",2302
"858",12507,"2019-01-10",2294
"859",10901,"2018-12-25",2293
"860",13305,"2018-10-17",2289
"861",13701,"2019-01-09",2288
"862",10901,"2018-12-21",2285
"863",12501,"2019-01-28",2284
"864",8801,"2018-10-27",2283
"865",13502,"2019-01-14",2283
"866",3001,"2018-10-13",2281
"867",10901,"2018-12-20",2275
"868",12503,"2018-09-25",2271
"869",12502,"2018-11-23",2268
"870",13001,"2018-09-18",2263
"871",3001,"2018-10-11",2260
"872",10901,"2019-01-15",2259
"873",8801,"2018-10-10",2258
"874",13304,"2018-10-07",2258
"875",13304,"2018-10-16",2250
"876",13305,"2018-10-11",2245
"877",13304,"2019-01-20",2244
"878",14102,"2019-01-30",2243
"879",13601,"2018-12-15",2239
"880",12501,"2019-01-14",2236
"881",12501,"2019-01-15",2234
"882",10901,"2018-12-24",2232
"883",13305,"2018-10-10",2227
"884",12502,"2018-11-19",2221
"885",13305,"2018-10-16",2221
"886",13304,"2018-10-18",2218
"887",11801,"2018-10-03",2217
"888",13003,"2019-01-22",2217
"889",13004,"2018-10-14",2217
"890",13502,"2019-01-08",2217
"891",13304,"2018-10-12",2216
"892",13002,"2019-01-17",2206
"893",13002,"2019-01-10",2203
"894",12503,"2018-09-24",2196
"895",8801,"2018-10-05",2187
"896",12502,"2018-12-18",2187
"897",13305,"2018-10-21",2184
"898",13304,"2018-10-13",2175
"899",8801,"2018-10-28",2171
"900",11801,"2018-10-22",2167
"901",13304,"2018-10-17",2167
"902",13601,"2018-12-16",2167
"903",13701,"2019-01-06",2166
"904",13301,"2018-11-18",2164
"905",12502,"2018-11-04",2163
"906",13305,"2018-10-19",2162
"907",13601,"2018-11-01",2162
"908",13303,"2018-10-06",2152
"909",13405,"2019-01-04",2149
"910",13004,"2018-10-19",2148
"911",3001,"2018-10-09",2145
"912",13601,"2018-12-14",2143
"913",8801,"2018-11-17",2132
"914",13305,"2018-10-25",2132
"915",10901,"2018-12-28",2131
"916",13405,"2019-01-08",2122
"917",3001,"2018-10-20",2119
"918",13305,"2019-01-21",2114
"919",12502,"2019-01-03",2109
"920",13502,"2019-01-19",2109
"921",13701,"2019-01-04",2109
"922",8801,"2018-10-30",2108
"923",13502,"2019-01-17",2106
"924",13004,"2018-10-16",2098
"925",13303,"2018-10-15",2098
"926",12502,"2018-11-27",2096
"927",8801,"2018-10-06",2093
"928",13304,"2018-10-11",2093
"929",13301,"2018-11-19",2082
"930",12502,"2019-01-31",2072
"931",12502,"2018-11-21",2069
"932",13301,"2018-10-10",2066
"933",13002,"2019-01-19",2060
"934",13502,"2019-01-11",2049
"935",12501,"2019-01-27",2046
"936",12501,"2019-01-18",2041
"937",13001,"2019-01-29",2035
"938",13502,"2019-01-15",2033
"939",13004,"2018-10-21",2028
"940",13304,"2019-01-21",2028
"941",13304,"2018-10-09",2026
"942",3001,"2018-10-22",2022
"943",13004,"2018-10-18",2018
"944",13004,"2018-10-11",2014
"945",13303,"2018-10-20",2008
"946",12502,"2018-09-12",2007
"947",10901,"2018-11-08",2000
"948",13003,"2018-11-05",1995
"949",13001,"2019-01-17",1989
"950",3001,"2018-10-08",1987
"951",13304,"2019-01-17",1987
"952",13601,"2018-11-30",1984
"953",13502,"2019-01-01",1982
"954",13305,"2018-10-22",1981
"955",11801,"2018-10-04",1978
"956",13304,"2019-01-18",1976
"957",13502,"2019-01-10",1976
"958",13502,"2018-10-28",1972
"959",12502,"2018-11-20",1966
"960",13305,"2018-10-26",1964
"961",10901,"2018-11-02",1962
"962",8801,"2018-10-04",1959
"963",13002,"2019-01-11",1950
"964",14101,"2019-01-20",1949
"965",3001,"2018-10-21",1947
"966",12502,"2018-09-11",1944
"967",13502,"2019-01-04",1944
"968",3001,"2018-10-16",1939
"969",12502,"2018-10-26",1938
"970",13004,"2018-10-12",1938
"971",13004,"2018-10-13",1935
"972",13004,"2018-10-15",1935
"973",12501,"2019-01-26",1932
"974",12502,"2018-11-02",1931
"975",8801,"2018-11-07",1930
"976",3001,"2018-10-10",1927
"977",3001,"2018-10-15",1927
"978",13301,"2018-10-22",1927
"979",13301,"2018-11-21",1927
"980",10901,"2018-11-04",1925
"981",10901,"2018-12-26",1924
"982",13001,"2018-10-16",1923
"983",10901,"2019-01-17",1919
"984",13502,"2019-01-09",1913
"985",13502,"2019-01-16",1913
"986",3001,"2018-10-18",1909
"987",13002,"2019-01-18",1902
"988",3001,"2018-10-14",1894
"989",13001,"2018-09-29",1893
"990",13002,"2019-01-25",1893
"991",8801,"2018-10-09",1881
"992",12502,"2018-11-01",1877
"993",12502,"2018-09-10",1872
"994",13305,"2018-10-24",1872
"995",12502,"2018-09-09",1869
"996",13304,"2018-10-20",1868
"997",8801,"2018-10-11",1860
"998",13305,"2018-10-23",1856
"999",13301,"2018-11-02",1853
"1000",12502,"2018-09-06",1850
"1001",8801,"2018-10-08",1849
"1002",12502,"2018-09-15",1847
"1003",3001,"2018-10-23",1846
"1004",13303,"2018-10-26",1840
"1005",12502,"2018-09-14",1839
"1006",13502,"2019-01-18",1836
"1007",12502,"2018-09-05",1826
"1008",3001,"2018-10-06",1822
"1009",8801,"2018-10-12",1822
"1010",12503,"2019-01-25",1813
"1011",13004,"2018-10-23",1809
"1012",3001,"2019-01-04",1808
"1013",13502,"2019-01-06",1808
"1014",12503,"2019-01-11",1804
"1015",13004,"2018-10-09",1800
"1016",3001,"2018-10-17",1796
"1017",12502,"2018-09-16",1795
"1018",13305,"2018-10-08",1783
"1019",12502,"2018-09-04",1782
"1020",8801,"2018-08-31",1780
"1021",12503,"2018-09-20",1780
"1022",3001,"2018-10-19",1775
"1023",13003,"2018-10-23",1775
"1024",3001,"2018-09-14",1771
"1025",13301,"2018-11-04",1766
"1026",13003,"2018-11-29",1764
"1027",12502,"2018-09-07",1759
"1028",12502,"2018-11-05",1759
"1029",13303,"2018-10-24",1755
"1030",13502,"2019-01-05",1755
"1031",13001,"2019-01-18",1753
"1032",3001,"2018-10-12",1748
"1033",3001,"2019-01-17",1748
"1034",13004,"2018-10-22",1745
"1035",14102,"2019-01-06",1744
"1036",3001,"2018-09-05",1737
"1037",14301,"2019-01-13",1732
"1038",13502,"2019-01-02",1723
"1039",13001,"2018-10-13",1719
"1040",3001,"2019-01-19",1717
"1041",12503,"2018-09-26",1715
"1042",13301,"2018-11-20",1710
"1043",13304,"2018-10-21",1706
"1044",12502,"2018-11-28",1705
"1045",13002,"2019-01-16",1705
"1046",14101,"2019-01-17",1705
"1047",6009,"2018-08-30",1695
"1048",13303,"2018-10-17",1694
"1049",12501,"2018-10-06",1692
"1050",13301,"2018-11-05",1689
"1051",14102,"2019-01-04",1689
"1052",13304,"2018-10-22",1688
"1053",12502,"2018-11-03",1686
"1054",14102,"2019-01-07",1684
"1055",13304,"2018-10-14",1676
"1056",13305,"2019-01-22",1676
"1057",13003,"2018-10-30",1675
"1058",14301,"2019-01-14",1675
"1059",13303,"2018-10-07",1671
"1060",13502,"2018-10-27",1670
"1061",13303,"2018-10-27",1668
"1062",13001,"2018-09-14",1667
"1063",13502,"2018-10-26",1667
"1064",12502,"2018-09-18",1646
"1065",13301,"2018-11-01",1646
"1066",13303,"2018-10-05",1644
"1067",13001,"2019-01-19",1642
"1068",13405,"2019-01-31",1640
"1069",13001,"2018-09-17",1637
"1070",13305,"2019-01-28",1636
"1071",13001,"2019-01-16",1631
"1072",14101,"2019-01-03",1631
"1073",13502,"2019-01-07",1627
"1074",14102,"2019-01-09",1625
"1075",13002,"2019-01-14",1620
"1076",12502,"2018-09-19",1619
"1077",13303,"2018-10-08",1619
"1078",13303,"2018-10-14",1612
"1079",14102,"2019-01-05",1610
"1080",12502,"2018-09-17",1608
"1081",13502,"2019-01-03",1606
"1082",13301,"2018-12-02",1602
"1083",3001,"2019-01-18",1598
"1084",11801,"2018-09-10",1598
"1085",13003,"2018-08-30",1595
"1086",10901,"2018-12-29",1591
"1087",13002,"2019-01-15",1585
"1088",13303,"2018-10-13",1582
"1089",13004,"2018-10-17",1579
"1090",14101,"2019-01-18",1577
"1091",14102,"2019-01-08",1576
"1092",13001,"2018-09-16",1574
"1093",3001,"2018-09-15",1571
"1094",3001,"2019-01-06",1571
"1095",13303,"2018-10-12",1568
"1096",13405,"2019-01-05",1563
"1097",12502,"2018-12-08",1556
"1098",13305,"2018-10-05",1553
"1099",13001,"2019-01-21",1552
"1100",8801,"2018-10-13",1548
"1101",13305,"2018-10-07",1542
"1102",12502,"2018-09-13",1526
"1103",13304,"2018-10-23",1523
"1104",12502,"2018-09-08",1522
"1105",13301,"2019-01-22",1520
"1106",10901,"2018-11-03",1513
"1107",12501,"2019-01-21",1513
"1108",12502,"2018-11-07",1508
"1109",13301,"2018-11-26",1503
"1110",3001,"2018-09-16",1502
"1111",13301,"2018-11-09",1496
"1112",11801,"2018-10-05",1495
"1113",12507,"2019-01-12",1495
"1114",13303,"2018-10-16",1495
"1115",3001,"2019-01-15",1478
"1116",12502,"2018-10-27",1477
"1117",13303,"2018-10-10",1477
"1118",13304,"2018-12-07",1476
"1119",6010,"2018-08-30",1469
"1120",13303,"2018-10-21",1469
"1121",13303,"2018-10-09",1467
"1122",12505,"2018-09-19",1464
"1123",14101,"2019-01-06",1463
"1124",13304,"2018-10-24",1460
"1125",12501,"2018-09-10",1458
"1126",12507,"2019-01-13",1444
"1127",13305,"2018-10-28",1443
"1128",11801,"2018-10-01",1441
"1129",13301,"2018-11-03",1441
"1130",14101,"2019-01-19",1435
"1131",13305,"2018-10-06",1434
"1132",13001,"2018-09-22",1433
"1133",3001,"2018-09-11",1427
"1134",11801,"2018-10-02",1421
"1135",12501,"2018-10-22",1421
"1136",3001,"2019-01-14",1417
"1137",13303,"2018-10-22",1417
"1138",12503,"2018-11-26",1415
"1139",12502,"2018-11-08",1409
"1140",13601,"2018-12-29",1409
"1141",3001,"2019-01-16",1405
"1142",14101,"2019-01-08",1400
"1143",13301,"2018-11-07",1397
"1144",13301,"2018-11-08",1395
"1145",14102,"2019-01-03",1395
"1146",10901,"2018-11-06",1393
"1147",13301,"2018-11-23",1389
"1148",13303,"2018-10-18",1389
"1149",13301,"2018-11-11",1388
"1150",3001,"2018-09-10",1385
"1151",12502,"2018-12-03",1381
"1152",12503,"2018-11-02",1380
"1153",13304,"2018-10-28",1380
"1154",13301,"2018-11-13",1378
"1155",13304,"2019-01-22",1374
"1156",3001,"2019-01-08",1372
"1157",13003,"2018-08-29",1372
"1158",13001,"2019-01-26",1369
"1159",13304,"2018-11-12",1368
"1160",13601,"2018-12-13",1362
"1161",10901,"2018-10-23",1359
"1162",13301,"2018-11-12",1358
"1163",12502,"2018-10-28",1355
"1164",12503,"2018-11-04",1354
"1165",14101,"2019-01-07",1351
"1166",13301,"2018-11-14",1348
"1167",13301,"2019-01-25",1347
"1168",13301,"2018-11-24",1343
"1169",13304,"2018-11-19",1338
"1170",13301,"2018-11-22",1337
"1171",13001,"2019-01-28",1333
"1172",13305,"2018-10-27",1331
"1173",13304,"2018-10-25",1329
"1174",13303,"2018-10-23",1323
"1175",3001,"2018-10-01",1322
"1176",13304,"2018-11-17",1322
"1177",3001,"2018-09-13",1320
"1178",12503,"2018-09-28",1317
"1179",13301,"2018-11-25",1317
"1180",10901,"2018-10-25",1304
"1181",13304,"2018-10-26",1304
"1182",3001,"2018-09-09",1293
"1183",3001,"2018-09-12",1291
"1184",12501,"2018-09-16",1288
"1185",13301,"2018-11-10",1286
"1186",8801,"2018-10-03",1283
"1187",12503,"2018-09-21",1283
"1188",12503,"2018-11-03",1283
"1189",10901,"2018-10-26",1282
"1190",14101,"2019-01-16",1282
"1191",3001,"2018-09-08",1267
"1192",13304,"2018-12-19",1265
"1193",13001,"2019-01-15",1263
"1194",14101,"2019-01-21",1262
"1195",13101,"2018-10-08",1261
"1196",12501,"2018-10-07",1260
"1197",13303,"2018-10-25",1257
"1198",12503,"2018-11-01",1256
"1199",10901,"2018-12-30",1250
"1200",12502,"2018-11-14",1249
"1201",3001,"2018-10-24",1246
"1202",12502,"2018-11-11",1246
"1203",14101,"2019-01-09",1246
"1204",13301,"2018-12-01",1238
"1205",13303,"2019-01-06",1234
"1206",13303,"2019-01-10",1231
"1207",13303,"2018-10-19",1224
"1208",13004,"2018-10-10",1222
"1209",12502,"2018-12-09",1217
"1210",11801,"2018-10-06",1215
"1211",13305,"2019-01-20",1214
"1212",8801,"2018-10-01",1212
"1213",3001,"2018-11-02",1210
"1214",12502,"2018-11-10",1210
"1215",14101,"2019-01-10",1208
"1216",13004,"2018-10-24",1205
"1217",13003,"2019-01-01",1202
"1218",13304,"2018-11-18",1196
"1219",13303,"2019-01-08",1193
"1220",13502,"2019-01-25",1192
"1221",12502,"2018-12-06",1191
"1222",12502,"2018-12-04",1190
"1223",14101,"2019-01-04",1188
"1224",13004,"2019-01-18",1184
"1225",3001,"2018-11-01",1183
"1226",12502,"2018-11-06",1177
"1227",13303,"2019-01-03",1177
"1228",12502,"2018-10-01",1174
"1229",8801,"2018-10-14",1171
"1230",12501,"2018-09-14",1170
"1231",13304,"2018-10-27",1169
"1232",13303,"2019-01-07",1165
"1233",12502,"2018-12-07",1164
"1234",12503,"2019-01-30",1164
"1235",12502,"2018-12-05",1162
"1236",13301,"2018-11-15",1160
"1237",13301,"2018-11-27",1157
"1238",13004,"2019-01-21",1156
"1239",3001,"2018-11-03",1151
"1240",12501,"2018-10-01",1151
"1241",13305,"2018-10-04",1151
"1242",3001,"2018-09-06",1150
"1243",12503,"2018-10-01",1150
"1244",12502,"2018-11-13",1145
"1245",14101,"2019-01-15",1145
"1246",13003,"2019-01-02",1144
"1247",14101,"2019-01-05",1143
"1248",14101,"2019-01-14",1142
"1249",12502,"2018-11-09",1141
"1250",12502,"2018-11-12",1138
"1251",12501,"2018-09-15",1136
"1252",13304,"2018-12-03",1132
"1253",13303,"2019-01-09",1131
"1254",12503,"2018-12-02",1130
"1255",8801,"2018-09-30",1127
"1256",13303,"2019-01-04",1125
"1257",13701,"2018-11-01",1119
"1258",3001,"2018-09-07",1117
"1259",13301,"2018-12-09",1115
"1260",3001,"2018-10-03",1111
"1261",13301,"2018-10-25",1110
"1262",13304,"2018-12-18",1108
"1263",13601,"2018-12-30",1106
"1264",13701,"2019-01-11",1104
"1265",13301,"2018-12-10",1103
"1266",13301,"2018-12-03",1101
"1267",14101,"2019-01-26",1100
"1268",14101,"2019-01-28",1091
"1269",13004,"2019-01-19",1090
"1270",12507,"2019-01-11",1089
"1271",13301,"2018-12-17",1085
"1272",3001,"2018-11-05",1081
"1273",13303,"2019-01-05",1080
"1274",13304,"2018-10-29",1080
"1275",12503,"2018-11-25",1078
"1276",13304,"2018-10-31",1078
"1277",10901,"2018-10-24",1077
"1278",12501,"2018-09-13",1076
"1279",14102,"2019-01-02",1076
"1280",13301,"2018-10-23",1075
"1281",14001,"2018-12-30",1070
"1282",12503,"2018-11-21",1062
"1283",13501,"2018-11-06",1061
"1284",11801,"2018-10-07",1060
"1285",13001,"2019-01-27",1060
"1286",13305,"2018-10-02",1058
"1287",13304,"2018-11-16",1057
"1288",11801,"2018-09-13",1054
"1289",13301,"2018-12-18",1053
"1290",13502,"2018-10-29",1052
"1291",12502,"2018-12-10",1050
"1292",13301,"2018-12-16",1048
"1293",13301,"2018-12-27",1046
"1294",3001,"2019-01-07",1043
"1295",8801,"2018-11-06",1043
"1296",13301,"2018-12-04",1043
"1297",13303,"2018-10-11",1041
"1298",13004,"2019-01-17",1038
"1299",13301,"2018-12-22",1038
"1300",3001,"2018-11-04",1036
"1301",12502,"2018-12-11",1033
"1302",13407,"2019-01-06",1031
"1303",8801,"2018-10-02",1030
"1304",12502,"2018-10-29",1029
"1305",13003,"2018-10-03",1029
"1306",3001,"2018-12-03",1027
"1307",13301,"2018-12-08",1025
"1308",13301,"2018-12-25",1019
"1309",12503,"2018-11-05",1018
"1310",13701,"2018-11-02",1018
"1311",13301,"2018-12-07",1017
"1312",13301,"2018-12-26",1010
"1313",3001,"2018-09-04",1006
"1314",3001,"2019-01-09",1005
"1315",12507,"2019-01-17",1005
"1316",12501,"2018-10-02",1004
"1317",13304,"2018-12-06",1004
"1318",12503,"2018-11-23",997
"1319",13301,"2018-12-19",997
"1320",12503,"2018-11-13",995
"1321",13101,"2018-11-02",995
"1322",12503,"2018-11-22",994
"1323",13301,"2018-12-24",994
"1324",13501,"2018-11-02",994
"1325",12503,"2018-11-16",993
"1326",10901,"2018-10-29",987
"1327",12502,"2018-10-02",986
"1328",13304,"2018-10-30",985
"1329",12501,"2019-01-03",979
"1330",12503,"2018-11-24",979
"1331",13003,"2018-11-30",978
"1332",12503,"2018-12-01",977
"1333",13407,"2019-01-08",976
"1334",13301,"2018-12-13",968
"1335",12503,"2018-11-18",966
"1336",13301,"2018-12-15",962
"1337",13304,"2018-12-20",961
"1338",12503,"2018-10-02",960
"1339",13004,"2019-01-20",959
"1340",13301,"2018-12-11",954
"1341",8801,"2018-10-15",953
"1342",10901,"2018-10-30",952
"1343",13301,"2018-12-23",952
"1344",13301,"2018-12-12",950
"1345",13004,"2019-01-16",949
"1346",10901,"2018-10-28",945
"1347",12505,"2018-09-17",942
"1348",10901,"2018-10-27",937
"1349",13304,"2018-12-09",936
"1350",13304,"2018-12-21",934
"1351",13001,"2018-09-21",931
"1352",12503,"2018-11-15",930
"1353",13304,"2018-12-10",920
"1354",8801,"2019-01-26",918
"1355",13001,"2019-01-22",915
"1356",13301,"2018-12-05",915
"1357",13301,"2018-12-06",911
"1358",13407,"2019-01-05",911
"1359",13407,"2019-01-09",911
"1360",13304,"2018-11-02",907
"1361",12502,"2018-09-01",906
"1362",13407,"2019-01-07",905
"1363",13501,"2018-11-03",904
"1364",12501,"2018-09-12",903
"1365",12505,"2018-11-22",903
"1366",12503,"2018-11-19",901
"1367",13304,"2018-12-22",901
"1368",13301,"2018-12-14",900
"1369",10901,"2019-01-10",898
"1370",13001,"2018-09-04",898
"1371",3001,"2018-11-23",897
"1372",12503,"2018-12-03",897
"1373",3001,"2018-11-19",896
"1374",10901,"2018-09-18",895
"1375",3001,"2018-11-12",894
"1376",13304,"2018-12-23",893
"1377",12502,"2018-12-02",892
"1378",12503,"2018-09-27",892
"1379",13305,"2018-10-29",891
"1380",13301,"2018-12-21",890
"1381",13301,"2018-12-20",889
"1382",13003,"2018-10-01",888
"1383",12502,"2018-09-02",883
"1384",12503,"2018-11-17",882
"1385",14102,"2019-01-01",882
"1386",13304,"2018-12-25",881
"1387",13304,"2018-12-26",872
"1388",3001,"2018-11-07",870
"1389",13101,"2018-11-01",869
"1390",13701,"2018-11-05",869
"1391",3001,"2018-11-17",867
"1392",12503,"2018-11-14",865
"1393",12504,"2018-09-10",864
"1394",3001,"2018-12-07",863
"1395",13301,"2018-11-28",863
"1396",13501,"2018-11-04",862
"1397",3001,"2018-11-21",859
"1398",8801,"2018-09-29",859
"1399",8801,"2018-09-21",858
"1400",8801,"2018-09-20",857
"1401",10901,"2019-01-11",857
"1402",13701,"2018-11-03",857
"1403",14101,"2019-01-27",857
"1404",8801,"2019-01-07",856
"1405",13304,"2018-12-12",855
"1406",8801,"2019-01-06",854
"1407",8801,"2019-01-09",851
"1408",13304,"2018-12-11",851
"1409",13407,"2019-01-10",849
"1410",8801,"2019-01-10",848
"1411",13304,"2018-12-28",847
"1412",8801,"2018-09-28",846
"1413",13001,"2018-10-21",846
"1414",12503,"2018-12-18",844
"1415",12505,"2018-09-18",844
"1416",13304,"2018-11-21",841
"1417",13501,"2018-11-01",839
"1418",8801,"2018-11-03",838
"1419",13304,"2018-12-13",837
"1420",8801,"2019-01-27",836
"1421",13304,"2018-12-27",835
"1422",13304,"2018-12-16",834
"1423",12503,"2018-12-04",833
"1424",13004,"2019-01-27",831
"1425",13701,"2018-11-04",831
"1426",12507,"2018-09-14",828
"1427",13304,"2018-12-29",826
"1428",12505,"2018-11-19",822
"1429",3001,"2018-12-24",821
"1430",3001,"2018-10-04",819
"1431",12505,"2018-11-18",817
"1432",13301,"2018-10-24",815
"1433",12507,"2019-01-14",814
"1434",13004,"2019-01-13",812
"1435",12507,"2018-09-13",809
"1436",3001,"2018-11-09",808
"1437",12503,"2018-11-27",808
"1438",12503,"2018-12-08",807
"1439",13304,"2018-12-14",807
"1440",13304,"2018-12-02",805
"1441",13001,"2018-10-20",804
"1442",13304,"2019-01-25",804
"1443",13304,"2018-12-17",803
"1444",13502,"2018-10-15",803
"1445",14001,"2018-12-01",803
"1446",12503,"2018-11-20",801
"1447",12503,"2018-12-14",798
"1448",13004,"2019-01-26",798
"1449",12503,"2018-12-15",797
"1450",8801,"2018-09-24",796
"1451",8801,"2018-09-23",795
"1452",12502,"2018-11-29",794
"1453",13304,"2018-12-08",794
"1454",13701,"2019-01-19",794
"1455",3001,"2018-12-26",793
"1456",10901,"2019-01-13",792
"1457",3001,"2018-11-10",791
"1458",3001,"2018-10-25",790
"1459",10901,"2019-01-12",790
"1460",3001,"2018-12-25",789
"1461",13303,"2019-01-17",789
"1462",13304,"2018-12-30",789
"1463",14001,"2018-12-09",785
"1464",12503,"2018-11-12",784
"1465",12507,"2019-01-15",783
"1466",13101,"2018-11-03",781
"1467",3001,"2018-12-22",779
"1468",8801,"2018-11-05",779
"1469",13305,"2019-01-26",779
"1470",13101,"2018-11-04",777
"1471",3001,"2018-12-21",776
"1472",12503,"2018-11-10",774
"1473",12503,"2018-12-16",774
"1474",13003,"2018-11-06",774
"1475",13304,"2018-12-24",773
"1476",13405,"2019-01-20",773
"1477",13004,"2019-01-30",772
"1478",3001,"2018-11-16",771
"1479",3001,"2018-12-20",771
"1480",12507,"2019-01-18",771
"1481",3001,"2018-10-02",770
"1482",12502,"2018-10-30",769
"1483",3001,"2018-10-27",768
"1484",8801,"2018-11-02",768
"1485",13304,"2018-12-01",768
"1486",3001,"2018-12-16",767
"1487",13405,"2019-01-27",766
"1488",11801,"2018-09-12",765
"1489",13304,"2018-12-04",765
"1490",3001,"2018-12-14",763
"1491",3001,"2018-12-17",763
"1492",8801,"2019-01-29",762
"1493",12503,"2018-10-10",762
"1494",12507,"2018-09-15",762
"1495",13301,"2018-10-11",761
"1496",13501,"2018-11-16",758
"1497",3001,"2018-12-08",757
"1498",3001,"2018-12-18",757
"1499",13004,"2019-01-29",757
"1500",13304,"2018-12-15",755
"1501",13405,"2019-01-13",754
"1502",3001,"2018-12-29",753
"1503",13405,"2019-01-17",753
"1504",13701,"2019-01-14",751
"1505",12507,"2018-09-17",750
"1506",12501,"2018-09-11",749
"1507",13001,"2018-10-22",749
"1508",8801,"2018-09-27",748
"1509",8801,"2019-01-08",748
"1510",13101,"2018-11-05",748
"1511",8801,"2018-09-25",744
"1512",13405,"2019-01-30",744
"1513",13303,"2019-01-14",742
"1514",3001,"2018-11-27",741
"1515",3001,"2018-10-26",740
"1516",13303,"2019-01-20",740
"1517",13405,"2019-01-18",739
"1518",12503,"2018-10-06",738
"1519",12505,"2018-09-16",738
"1520",13701,"2019-01-15",738
"1521",3001,"2019-01-21",737
"1522",12503,"2018-12-05",736
"1523",3001,"2018-11-26",734
"1524",13501,"2018-11-08",734
"1525",8801,"2018-11-01",732
"1526",14001,"2018-12-02",731
"1527",14102,"2019-01-25",731
"1528",3001,"2018-12-28",730
"1529",14001,"2018-12-07",730
"1530",3001,"2018-11-14",729
"1531",3001,"2018-12-19",729
"1532",3001,"2018-12-23",728
"1533",13301,"2018-10-01",728
"1534",13501,"2018-11-23",728
"1535",13501,"2018-11-22",726
"1536",13304,"2018-11-07",725
"1537",8801,"2018-09-22",724
"1538",10901,"2019-01-14",724
"1539",13501,"2018-11-10",724
"1540",13501,"2018-11-17",722
"1541",13003,"2018-10-08",721
"1542",12503,"2018-12-21",719
"1543",13304,"2018-11-23",719
"1544",13305,"2018-10-03",719
"1545",13303,"2018-10-04",718
"1546",12503,"2018-10-04",717
"1547",13303,"2019-01-12",717
"1548",12503,"2018-12-23",716
"1549",12503,"2018-12-17",715
"1550",3001,"2018-11-13",714
"1551",13304,"2018-11-01",714
"1552",14001,"2018-12-06",714
"1553",12503,"2018-12-07",712
"1554",13405,"2019-01-26",712
"1555",3001,"2018-10-28",711
"1556",3001,"2018-12-15",711
"1557",13304,"2018-11-27",711
"1558",13501,"2018-11-05",710
"1559",13501,"2018-11-12",710
"1560",13701,"2018-11-22",710
"1561",14001,"2018-12-16",710
"1562",3001,"2018-09-30",709
"1563",3001,"2018-12-10",709
"1564",13303,"2019-01-15",709
"1565",13003,"2018-10-02",708
"1566",3001,"2018-11-24",707
"1567",3001,"2018-12-11",707
"1568",12503,"2018-09-19",707
"1569",12503,"2018-12-06",707
"1570",3001,"2018-11-08",706
"1571",13303,"2019-01-19",706
"1572",13303,"2019-01-26",706
"1573",12503,"2018-11-28",705
"1574",12504,"2018-09-11",705
"1575",13304,"2018-11-20",705
"1576",13004,"2019-01-15",704
"1577",13301,"2018-10-27",704
"1578",3001,"2018-12-27",702
"1579",13304,"2018-12-05",702
"1580",13301,"2018-10-28",701
"1581",3001,"2018-11-25",699
"1582",11801,"2018-09-11",699
"1583",14001,"2018-12-19",699
"1584",3001,"2018-11-18",697
"1585",13501,"2018-11-19",697
"1586",8801,"2018-09-26",696
"1587",12503,"2018-11-08",696
"1588",13301,"2019-01-02",695
"1589",13304,"2019-01-28",695
"1590",12503,"2018-12-22",694
"1591",13303,"2019-01-27",694
"1592",12503,"2018-12-09",693
"1593",13001,"2018-10-19",693
"1594",13004,"2019-01-11",689
"1595",13301,"2018-10-12",688
"1596",13501,"2018-11-18",688
"1597",13304,"2019-01-29",687
"1598",13003,"2018-10-06",686
"1599",13304,"2018-11-08",685
"1600",13003,"2018-09-03",683
"1601",13303,"2019-01-18",682
"1602",13303,"2019-01-29",682
"1603",13502,"2019-01-31",682
"1604",14001,"2018-12-17",682
"1605",12503,"2018-11-11",681
"1606",12504,"2018-09-13",681
"1607",12504,"2018-09-14",681
"1608",14101,"2019-01-22",681
"1609",13004,"2019-01-07",680
"1610",14001,"2018-12-10",680
"1611",12503,"2018-10-15",679
"1612",12503,"2018-12-19",679
"1613",13303,"2019-01-13",678
"1614",13701,"2018-11-07",678
"1615",3001,"2018-11-06",677
"1616",8801,"2019-01-28",677
"1617",12503,"2018-10-05",677
"1618",12501,"2019-01-08",676
"1619",12504,"2018-09-21",676
"1620",13004,"2019-01-14",676
"1621",13003,"2018-09-02",675
"1622",13003,"2018-12-30",675
"1623",14001,"2018-12-25",675
"1624",13001,"2018-10-17",674
